0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
201508,59483773.04,24153264.01,5490.92,9337927.11,206996.11,2973241.67,18569833.74,10466373.94,647694.79,13527.8,170053.47,140548.28,2797724.31,5147765.16,48017859.84,9337927.11,206996.11,2973241.67,18569833.74,13430926.24,10466373.94,0,9243801.79,14819342.08,0,19501638.15,2989720.94,647694.79,13527.8,170053.47,140548.28,6905821.28,8830883.15,22261809.4,9022853.91,985156.84,89776119.17,32715886.66,51949177.34,5374474.78,2094336.83,-5009888.86,5490.92,0,0,4108096.97,3875088.75,11465913.2,9481217.1,7663869.73,5535395.66,2707809.734,30069.86,1474.11,0,6721932.974,2274126.993,16081407.8,2506429.65,546095316.5,23862.06,6668279.55,32461758.03
201509,57586046.81,23532923.93,621.19,9168685.55,539967.75,2433273.92,17729009.88,23293253.77,1044382.26,-46797.31,156870.32,199463.95,10452376.66,23362047.78,44206560.76,9168685.55,539967.75,2433273.92,17729009.88,16396734.12,23293253.77,0,21027575.96,32562950.76,0,57180565.03,3044039.06,1044382.26,-46797.31,156870.32,199463.95,19907978.85,12150009.12,28546743.24,33860620.96,1445916.17,92229126.13,33061153.34,54135806.46,5165835.8,3237059.93,-6002987.04,621.19,0,0,9455602.19,10498573.18,13379486.05,21847337.6,7936675.84,5815211.78,2947302.236,34170.47,111273.01,-1029642.69,6394041.365,3304405.825,18307076.37,3642896.92,535357269.1,3263.23,7292000.2,49781111.61
201510,58059849.03,33148065.28,88.77,9935856.78,-990046.16,3423320.08,17267065.03,12031857.24,343291.37,-187414.56,399935.98,68721.4,4810321.86,8265156.26,46062055.12,9935856.78,-990046.16,3423320.08,17267065.03,10998488.35,12031857.24,0,15878478.09,35644178.26,0,34126805.21,1736530.83,343291.37,-187414.56,399935.98,68721.4,15292524.93,32080624.17,43079112.52,22082537.66,796754.4,93132107.77,43249627.24,48250141.17,1903310.1,2901558.14,-6744246.68,88.77,0,0,10482203.07,13817381.4,11997793.9,11235102.84,8394495.36,6174827.01,4686536.218,28308.67,0,0,6816420.066,3405021.516,18307076.37,3642896.92,582680746.2,3263.23,7643255.26,50786436.88
201511,56195819.22,64246862.71,-2283.82,9407632.72,716720.12,2706599.96,16651873.39,16634835.35,1387189.23,262504.73,135904.45,199052.2,8952533.45,14203604.7,46596350.06,9407632.72,716720.12,2706599.96,16651873.39,24869833.32,16634835.35,0,10211560.45,29481546.63,45843.08,43237095.53,2680967.14,1387189.23,262504.73,135904.45,199052.2,21926187.13,34873716.35,59743549.67,26589849.87,1506316.5,87104207.8,37301599.12,49472276.86,630072.82,3973899.05,-5793586.09,-2283.82,0,0,12973653.68,12386245.17,9599469.16,15128518.85,8802768.04,5753869.07,3377882.808,22932.61,-151816.86,0,6604147.229,2820508.343,18307076.37,3642896.92,558253449.8,3263.23,6744226.31,40164128.18
201512,44561739.6,60619874.88,8095.46,9401931.35,-362289.03,3068888.99,16930880.04,12574978.15,951483.99,77379.24,136958.55,455880.45,19285537.9,34346999.07,39085434.68,9401931.35,-362289.03,3068888.99,16930880.04,37119531.99,15774978.15,3200000,35980060.65,75269722.47,4644540,76517677.46,3006148.9,951483.99,77379.24,136958.55,455880.45,40093113.68,85239845.91,122359377.9,60784156.74,508032.52,93835445.78,45223925.13,47794794.88,1026475.42,8402758.64,-6855084.38,8095.46,3200000,0,20807575.78,26437157.67,5476304.92,12066945.63,25193946.2,11471621.68,8028159.16,28654.65,-148829.34,785839.39,15579022.5,5310843.108,16488912.02,4608947.69,706046106.3,4518.67,4908717,116239667.1
201601,49480481.51,31440111.11,-67.29,10310399.83,-12536.18,3081425.17,17934779.4,9854473.49,266066.69,-159177.36,244487.55,78156.96,5244635.57,7978890.14,43227524.02,10310399.83,-12536.18,3081425.17,17934779.4,6357656.29,9854473.49,0,12995648.79,37010099.68,0,24088469.32,3393455.24,266066.69,-159177.36,244487.55,78156.96,9996336.65,19674796.49,26032452.78,14225578.4,0,101482428.5,43708586.81,55728508.9,1260262.23,7315994.49,-6461063.42,-67.29,0,0,4751701.08,6246688.26,6252957.49,9854473.49,9369008.14,6427644.46,3399221.948,34444.19,-18566.1,0,7240194.585,2594228.268,16488912.02,4608947.69,811275233.3,4518.67,5642694.14,50544007.37
201602,48605832.53,28688948.61,-474.64,10331189.04,432210.83,2649214.34,21000921.5,9978142.64,315304.68,31752.18,219971.85,101090.12,6436978.54,9321466.95,44688823.23,10331189.04,432210.83,2649214.34,21000921.5,14370303.21,9978142.64,0,9783272.22,19376332.71,153046.68,27939141.08,3538284.3,315304.68,31752.18,219971.85,101090.12,12374657.31,12217474.06,26587777.27,17948588.13,0,69209489.55,31622425.33,35589991.74,941751,6153379.28,-8485178.64,-474.64,0,0,5937678.77,8627121.18,3917009.29,9978142.64,8121673.91,5919615.75,4493197.175,26230.39,130624.36,252035.62,8670140.11,2574754.669,16488912.02,4608947.69,1145214928,4518.67,5075797.23,28231531.3
201603,41255688.45,55214683.88,2442.95,12782438.93,256041.34,2393173,19693128.16,24175785.11,676631.82,127840.38,115942.85,64409.48,15166966.26,26838968.69,37959625.44,12782438.93,256041.34,2393173,19693128.16,25931201.93,24175785.11,0,12159694.23,24793610.54,4424.4,55534515.1,2291864.51,676631.82,127840.38,115942.85,64409.48,19736391.77,3603980.34,29535182.27,31340319.68,800,74168183.1,35359386.42,37835482.71,888968.91,3722092.52,-7358927.75,2442.95,0,0,4569425.51,4501350.99,3296063.01,24174985.11,8525738.34,6089046.09,3527272.836,11632.51,-794.36,-4106644.33,5100799.58,3488710.278,19120823.42,9757191.69,1499896422,4528.04,5247345,43328392.29
201604,40921145.85,47604128.15,371.05,10430648.89,-670403.22,3063576.22,19065895.77,17606954.43,550360.42,-38172.23,121737.7,106229.32,7471311.16,13565512.16,37385813.75,10430648.89,-670403.22,3063576.22,19065895.77,42315726.23,17606954.43,0,26888820.17,16303700.29,115186.8,37235836.51,3276643.04,550360.42,-38172.23,121737.7,106229.32,14037674.65,25867915.44,68183641.67,19607396.76,0,79607578.39,46902531.6,34561177.71,350577.79,4814437.72,-6813154.77,371.05,0,0,6566363.49,6041884.6,3535332.1,17606954.43,9943299.47,6899369.29,4668627.721,43642.18,-869.64,0,9185406.043,3772107.832,19120823.42,9757191.69,1411393605,4528.04,5613299.12,43715266.93
201605,39897295.59,45229456.77,17427.93,11920120.66,684916.98,2378659.24,18918325.92,15992836.53,454049.92,15262.28,121737.7,306408.02,6401606.8,19608509.58,36756352.09,11920120.66,684916.98,2378659.24,18918325.92,16754086.85,15992836.53,0,4976141,10285989.77,12772.6,43493414.74,3117104.37,454049.92,15262.28,121737.7,306408.02,12111096.06,16569101.46,33323188.31,27485367.9,0,83517935.89,43354766.42,39202573.8,1257704.2,4570480.17,-8219893.9,17427.93,0,0,5709489.26,7876858.32,3140943.5,15992836.53,10513624.3,5638211.72,4937601.713,3156.8,-2933.88,188935.62,9249056.044,2429346.917,19120823.42,9757191.69,1278491636,4528.04,6044518.24,13969713.03
